stable_image_id,source_kind,culture_id,disease,tau_isoform,experimental_condition,div,div_token,series_index,experimental_group_id,acquisition_group,eligibility,primary_metric_role,secondary_image_eval_role,assignment_reason,grouping_rule,human_approved,synthetic_split,override_status,override_reason
img_4e2660d408847da12b06,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,2,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_1d372b942bfe596d7a49,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,3,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_79c11dc8dd0b0a49f865,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,4,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_85ce748975a3393c2d17,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,5,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_21d9ddf0ffd8048bcd84,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,6,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_c1500306e49cc8e495f8,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,7,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_798cf1833a642ab80384,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,8,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_b6351590f24603e95d3f,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,9,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_018568ce77d9fe75045e,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,10,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_a944862c7fce872e3dba,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,11,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_8e0c51682feb1faa3091,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,12,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_584433664b76efa247a2,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,13,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_cba861b4b4b990e6fa6d,fiber_image,PN148,AD,3R,AD_3R,15,DIV15,14,PN148_AD_3R_DIV15,PN148_3R_AD_DIV15,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_ffe8f9679077448a6547,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,0,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_e65ecd6daf2b967a2c7c,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,1,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_9558a1d71dcf6b95f7a4,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,2,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_6b5b98f8d96a87042e50,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,3,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_01532e0ad5b9f9fe2c48,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,4,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_8d0c2b628359ba7e4a2d,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,5,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_822bb28426cde4056c4f,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,6,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_3cdc071da1fdc63f3ff6,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,7,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_96b6ee51a7c5c83b1aa5,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,8,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_cfd0cb960ac5c186e421,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,9,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_839563e0a840ae895b70,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,10,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_6cca2db2f0fbf1c19322,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,11,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_a932604b0214b11266f3,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,12,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_a5a6ba5893f585b84b23,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,13,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_648b6eb1c272ca979fb1,fiber_image,PN148,AD,4R,AD_4R,3,DIV03,14,PN148_AD_4R_DIV03,PN148_4R_AD_DIV03,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_e3bf5a6236649911bada,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,0,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_c804720d6fd07d9e6679,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,1,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_f88e2fd3edb259ec1964,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,2,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_ed67f4642a4028cb033a,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,3,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_8c816d0e2e8147917871,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,4,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_e87a06f9a35fde3e8a23,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,5,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_f2a4e8adf955a2b7b6dc,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,6,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_15385540729876baa5f7,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,7,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_414f0f6f813db3e80096,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,8,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_372a243fcfdc47a503d9,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,9,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_77b73ab46b8cd538492a,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,10,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_637db4d17f922cdc72d4,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,11,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_9be7971faaa17ec1d33d,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,12,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_dc28709b0cb3df55e38f,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,13,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_b29fda7a6fd531ef42be,fiber_image,PN148,AD,4R,AD_4R,5,DIV05,14,PN148_AD_4R_DIV05,PN148_4R_AD_DIV05,validation,validation,not_assigned,provisional experimental-group allocation: validation,experimental_group_holdout_primary,false,not_applicable,none,none
img_d373ad4884dfcea84daf,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,0,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_cc031204543516db8eae,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,1,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_56a25e3e4997f89c42aa,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,2,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_57996215113fcf03934b,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,3,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_f20204ee9ed36e48eaf7,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,4,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_5cc6606e92c4864b9701,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,5,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_21e417b6dc2b1e4c8168,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,6,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_689929ef4bf6ab1d3f1a,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,7,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_de7bd76839ab30a140a6,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,8,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_e785c33ad47f4bb18b26,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,9,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_79b14c461144736b09fa,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,10,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_b60360127e3ae0ac5649,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,11,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_3d0ffe0ab05e8d0506c7,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,12,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_9cc7dcf4db10cb43177e,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,13,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_41bb5554774f9a686da7,fiber_image,PN148,AD,4R,AD_4R,7,DIV07,14,PN148_AD_4R_DIV07,PN148_4R_AD_DIV07,held_out_test,held_out_test,not_assigned,provisional experimental-group allocation: held_out_test,experimental_group_holdout_primary,false,not_applicable,none,none
img_bd63c74031414a1fefb3,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,0,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_46f3ae514baa7e03beba,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,1,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_331b612f7d2f479e437d,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,2,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_4ebe337cfe06f411d894,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,3,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_00273a310a71b5db79f4,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,4,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_e9ba8fa15859a8a323ed,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,5,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_943808ea0d8b25dea7de,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,6,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_c05a7da03d4448065d5e,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,7,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_fa70735736b0e419c83c,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,8,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_4cb4bb6c9c71e61aa6bc,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,9,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_65178436bd414dabb8b0,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,10,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_31a00366f5f179e9e086,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,11,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_39a44a19f55fb9c62af7,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,12,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_e5d17c9921286c5d1928,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,13,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_cc135a56d0cc52f3dffa,fiber_image,PN148,AD,4R,AD_4R,10,DIV10,14,PN148_AD_4R_DIV10,PN148_4R_AD_DIV10,calibration,calibration,not_assigned,provisional experimental-group allocation: calibration,experimental_group_holdout_primary,false,not_applicable,none,none
img_18c88a5dbc0dccf62c2b,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,0,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_78c052f87e821ed7ff41,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,1,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_e1a5d96336c4c0727b61,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,2,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_0f164cb8ee547f9dd9a6,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,3,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_fa4c23366882cee35ccc,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,4,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_b23af0f484db759424fc,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,5,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_eeff1c9a1432fe849e29,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,6,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_b462715140bead2b1473,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,7,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_d6984804cb9cad8e69e9,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,8,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_43d38bff63cdc1ef6390,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,9,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_2ff366d8b4750ac632ab,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,10,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_776443bed316d0f14f2a,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,11,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_bddeacd2f32f288dd891,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,12,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_15d210d3c4dae741fe80,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,13,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_7b8e64bf6d5cb3acac20,fiber_image,PN148,AD,4R,AD_4R,11,DIV11,14,PN148_AD_4R_DIV11,PN148_4R_AD_DIV11,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_1093d39c10b8866240ef,blank_background,PN148,AD,4R,AD_4R,13,DIV13,0,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_4d9d3625c64a57acb19e,blank_background,PN148,AD,4R,AD_4R,13,DIV13,1,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_08ae300ced4437e087dc,blank_background,PN148,AD,4R,AD_4R,13,DIV13,2,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_c00182c8d4f47fe67aa9,blank_background,PN148,AD,4R,AD_4R,13,DIV13,3,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_f2a8653ec1225506a72c,blank_background,PN148,AD,4R,AD_4R,13,DIV13,4,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_918a8d57c1cfbf26031e,blank_background,PN148,AD,4R,AD_4R,13,DIV13,5,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_7614f115c69c8f5322b1,blank_background,PN148,AD,4R,AD_4R,13,DIV13,6,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_9a69c45d7e06db0d986d,blank_background,PN148,AD,4R,AD_4R,13,DIV13,7,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_308fa0196a5896a7896b,blank_background,PN148,AD,4R,AD_4R,13,DIV13,8,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_b30eb561e93baf3b6805,blank_background,PN148,AD,4R,AD_4R,13,DIV13,9,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_10b1191cd6b41696b305,blank_background,PN148,AD,4R,AD_4R,13,DIV13,10,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_f40f7e407dc3b95780c6,blank_background,PN148,AD,4R,AD_4R,13,DIV13,11,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_351f2b19d31066686b88,blank_background,PN148,AD,4R,AD_4R,13,DIV13,12,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_554468edaeb27daf1a00,blank_background,PN148,AD,4R,AD_4R,13,DIV13,13,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_cefbf3d960c7c90cf3ce,blank_background,PN148,AD,4R,AD_4R,13,DIV13,14,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,training,none,none
img_df16d2252b68aacf862e,fiber_image,PN148,AD,4R,AD_4R,13,DIV13,0,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_2da90fec3611f47027f4,fiber_image,PN148,AD,4R,AD_4R,13,DIV13,1,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_6658f18b1f62768c02f0,fiber_image,PN148,AD,4R,AD_4R,13,DIV13,2,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
img_4e5e605d4c6a24528512,fiber_image,PN148,AD,4R,AD_4R,13,DIV13,3,PN148_AD_4R_DIV13,PN148_4R_AD_DIV13,training,training,not_assigned,provisional experimental-group allocation: training,experimental_group_holdout_primary,false,not_applicable,none,none
