stable_image_id,source_root_id,relative_path,source_sha256,acquisition_group,blank_pool_role,assignment_reason,human_approved,blank_status,validation_source,validator_role,validation_date,notes
img_3fcd76c473a770a81832,sted_blank_data,PN151_4R_CBD_DIV11 (Series 13) [1].tif,4f4c34af312f5f272a6e6ee08e6f0582bcba04c14ca36911a3c0d839f9691940,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_42e8d8a784a69489e580,sted_blank_data,PN151_4R_CBD_DIV11 (Series 11) [1].tif,f3ee9368ee61dc7ab7fdaca42d72e94f8e7fbcc7d5f985e7937b393d7f48883f,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_43d0f384b07d7388d6db,sted_blank_data,PN151_4R_CBD_DIV11 (Series 20) [1].tif,46dfcdd4f0a0ef26969190f56d3478ac3845d02c2bd8ac54dc00023864f326d2,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_4a12cb04c6ad4b44f7e4,sted_blank_data,PN151_4R_CBD_DIV11 (Series 10) [1].tif,00a88f0e42dc8388bb3428c81ae5a786b7206958ccb6d1a56b2ff3ea2619019c,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_4b1f1b0523dd6c73177c,sted_blank_data,PN151_4R_CBD_DIV11 (Series 12) [1].tif,9462a29f126478c29267f3d63aeb45e621ee442e0f85a6a4ed51037c69fcf736,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_4d5ab86fec7995e4762a,sted_blank_data,PN151_4R_CBD_DIV11 (Series 4) [1].tif,2f788d81fa36ee391f5793f1dd75e6e80e8b0864ff99559fbcea194b15bb78a7,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_4ec66ad0f9ecacf25377,sted_blank_data,PN151_4R_CBD_DIV11 (Series 22) [1].tif,14d793dbeaa44ca6478e6c149503b8478c4994fb119e38945ffc938696edcb0b,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_5dde17f7235bd3b91b4e,sted_blank_data,PN151_4R_CBD_DIV11 (Series 15) [1].tif,b81ab0c27b7c5d7794c36469272c843196dc848a4e5185bdfa3b513cc803164e,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_84c0549996fe08b21c59,sted_blank_data,PN151_4R_CBD_DIV11 (Series 5) [1].tif,60c7521460e79db246d5fb162ab5d7b16011e9abf5d72dcf301fdf54b7b0c0ae,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_85bd0416dfc971c6ce41,sted_blank_data,PN151_4R_CBD_DIV11 (Series 26) [1].tif,340fa81da49736e0112eb5c678146b0d0b34e420b4cc924fc5136452cae05ec7,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_8ad7d07fa1daa0209cfb,sted_blank_data,PN151_4R_CBD_DIV11 (Series 16) [1].tif,cdbbd8d8964ef12d12d5b7a220c73107505cea1bb600fe5c722ebc3a763d09f6,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_908ed3f9b3c24e1d482b,sted_blank_data,PN151_4R_CBD_DIV11 (Series 14) [1].tif,161ce6da7f952f39e9e01236675a8bdacd000a02cafcb716f3ca57cbcf324b87,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_9376400c90b45dd4f597,sted_blank_data,PN151_4R_CBD_DIV11 (Series 7) [1].tif,e2249864f1b36b1230c0249b7b2c7316425a65021be11bbdfb6c48ba0d46e8bf,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_a423ba5191509d03f98b,sted_blank_data,PN151_4R_CBD_DIV11 (Series 21) [1].tif,f2dc2ba65bb3771eb3a2dd93fb47e3ac50b5179e54c9bb5ccaeb470646509e97,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_ab8a5dd57e15fbe9d2e3,sted_blank_data,PN151_4R_CBD_DIV11 (Series 18) [1].tif,b22cfaffab53a9adde93635f7645e911a03a0a0b213e0e6fa55ec02d94b9f52a,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_afedddc4a39035e55219,sted_blank_data,PN151_4R_CBD_DIV11 (Series 28) [1].tif,fa974d03d5e173b59970ce0bd0cde9df58fff454446417e2f5b1218b5019a072,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_b1c587d8bfb662ed95c2,sted_blank_data,PN151_4R_CBD_DIV11 (Series 8) [1].tif,ca4a804c7789c17e2c26ff260ccb766f31a0bf86defe237b338f65cae1e9de0d,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_b2abcc150c16a6d7cca7,sted_blank_data,PN151_4R_CBD_DIV11 (Series 23) [1].tif,e6fde915983b0a0f70d97f1fc577e0a96b46aeba5d18053fedf4944078041570,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_c25e79b9bfb565174fe1,sted_blank_data,PN151_4R_CBD_DIV11 (Series 31) [1].tif,09859222532576ee23514fa2ef13421ba12fb92e534ce7671d4e6e2641363904,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_d0a41f4af32f4866497f,sted_blank_data,PN151_4R_CBD_DIV11 (Series 33) [1].tif,1d3a2f7e93ff092a6f072ff452b5ffb0f583b2d747c2326e0baa912f8c8cd274,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_d3c239af23a085e0b4d8,sted_blank_data,PN151_4R_CBD_DIV11 (Series 25) [1].tif,12eff853c2a70f0ebb18c69218150c4758a69428187eda43b24c0e84733957c7,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_d48ab8d2ac1026abfc85,sted_blank_data,PN151_4R_CBD_DIV11 (Series 30) [1].tif,5d250094db98fe6e0bab93826b4e4b5383c082d1099ddd95b104470df5c939dd,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_e8891781fa88057f59f7,sted_blank_data,PN151_4R_CBD_DIV11 (Series 3) [1].tif,146fdea28fb3feada7b5976e390945a237d62d47d867a1d4ac9be51fbc9c0fcd,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_ee34a766ad48467dd7e1,sted_blank_data,PN151_4R_CBD_DIV11 (Series 24) [1].tif,da631f24d8e27e7df27a1cce35c9e6c9653a80d553da57b4e1edc75ce7735aaf,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
img_eeb10bbc10a5ef3f859b,sted_blank_data,PN151_4R_CBD_DIV11 (Series 29) [1].tif,5c2d62e76d93f019f7b6acd4bec9bc2e764dcd08c3e39291809e3d00998adf32,PN151_4R_CBD_DIV11,synthetic_background_train,deterministic acquisition-group allocation for synthetic background and pure-blank QA pools,false,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
