crop_id,parent_image_id,source_image_id,split_group_id,split,crop_origin_y,crop_origin_x,crop_height,crop_width,fibrous_tau_pixels,clump_pixels,uncertain_ignore_pixels,skeleton_pixels,skeleton_annotation_available
img_0040227f2d45f5a55970__crop_0054,img_0040227f2d45f5a55970,img_0040227f2d45f5a55970,PN148_PID_3R_DIV05,validation,768,768,128,128,0,0,0,0,true
img_0040227f2d45f5a55970__crop_0055,img_0040227f2d45f5a55970,img_0040227f2d45f5a55970,PN148_PID_3R_DIV05,validation,768,896,128,128,0,0,0,0,true
img_0040227f2d45f5a55970__crop_0056,img_0040227f2d45f5a55970,img_0040227f2d45f5a55970,PN148_PID_3R_DIV05,validation,896,0,128,128,0,0,845,0,true
img_0040227f2d45f5a55970__crop_0057,img_0040227f2d45f5a55970,img_0040227f2d45f5a55970,PN148_PID_3R_DIV05,validation,896,128,128,128,0,0,0,0,true
img_0040227f2d45f5a55970__crop_0058,img_0040227f2d45f5a55970,img_0040227f2d45f5a55970,PN148_PID_3R_DIV05,validation,896,256,128,128,0,0,0,0,true
img_0040227f2d45f5a55970__crop_0059,img_0040227f2d45f5a55970,img_0040227f2d45f5a55970,PN148_PID_3R_DIV05,validation,896,384,128,128,0,0,0,0,true
img_0040227f2d45f5a55970__crop_0060,img_0040227f2d45f5a55970,img_0040227f2d45f5a55970,PN148_PID_3R_DIV05,validation,896,512,128,128,0,0,0,0,true
img_0040227f2d45f5a55970__crop_0061,img_0040227f2d45f5a55970,img_0040227f2d45f5a55970,PN148_PID_3R_DIV05,validation,896,640,128,128,0,0,0,0,true
img_0040227f2d45f5a55970__crop_0062,img_0040227f2d45f5a55970,img_0040227f2d45f5a55970,PN148_PID_3R_DIV05,validation,896,768,128,128,0,0,0,0,true
img_0040227f2d45f5a55970__crop_0063,img_0040227f2d45f5a55970,img_0040227f2d45f5a55970,PN148_PID_3R_DIV05,validation,896,896,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0000,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,0,0,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0001,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,0,128,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0002,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,0,256,128,128,1120,0,1451,302,true
img_467a144c1914e7179f96__crop_0003,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,0,384,128,128,582,0,1887,129,true
img_467a144c1914e7179f96__crop_0004,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,0,512,128,128,105,0,101,28,true
img_467a144c1914e7179f96__crop_0005,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,0,640,128,128,620,0,1028,118,true
img_467a144c1914e7179f96__crop_0006,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,0,768,128,128,2026,0,1393,394,true
img_467a144c1914e7179f96__crop_0007,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,0,896,128,128,1513,0,220,334,true
img_467a144c1914e7179f96__crop_0008,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,128,0,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0009,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,128,128,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0010,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,128,256,128,128,3262,0,3083,619,true
img_467a144c1914e7179f96__crop_0011,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,128,384,128,128,1719,0,1812,319,true
img_467a144c1914e7179f96__crop_0012,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,128,512,128,128,2773,0,0,757,true
img_467a144c1914e7179f96__crop_0013,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,128,640,128,128,2668,0,508,688,true
img_467a144c1914e7179f96__crop_0014,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,128,768,128,128,2190,0,294,589,true
img_467a144c1914e7179f96__crop_0015,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,128,896,128,128,6,0,0,0,true
img_467a144c1914e7179f96__crop_0016,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,256,0,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0017,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,256,128,128,128,1542,0,485,405,true
img_467a144c1914e7179f96__crop_0018,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,256,256,128,128,4149,0,1916,876,true
img_467a144c1914e7179f96__crop_0019,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,256,384,128,128,3014,0,1579,839,true
img_467a144c1914e7179f96__crop_0020,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,256,512,128,128,1163,0,0,343,true
img_467a144c1914e7179f96__crop_0021,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,256,640,128,128,2185,0,0,659,true
img_467a144c1914e7179f96__crop_0022,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,256,768,128,128,972,0,360,299,true
img_467a144c1914e7179f96__crop_0023,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,256,896,128,128,258,0,335,82,true
img_467a144c1914e7179f96__crop_0024,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,384,0,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0025,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,384,128,128,128,2290,0,1089,575,true
img_467a144c1914e7179f96__crop_0026,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,384,256,128,128,1925,0,437,443,true
img_467a144c1914e7179f96__crop_0027,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,384,384,128,128,1882,0,1406,492,true
img_467a144c1914e7179f96__crop_0028,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,384,512,128,128,709,0,27,197,true
img_467a144c1914e7179f96__crop_0029,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,384,640,128,128,2022,0,0,592,true
img_467a144c1914e7179f96__crop_0030,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,384,768,128,128,2068,0,0,579,true
img_467a144c1914e7179f96__crop_0031,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,384,896,128,128,883,0,596,266,true
img_467a144c1914e7179f96__crop_0032,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,512,0,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0033,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,512,128,128,128,2769,0,776,673,true
img_467a144c1914e7179f96__crop_0034,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,512,256,128,128,1298,0,744,307,true
img_467a144c1914e7179f96__crop_0035,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,512,384,128,128,1157,0,0,338,true
img_467a144c1914e7179f96__crop_0036,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,512,512,128,128,2362,0,120,625,true
img_467a144c1914e7179f96__crop_0037,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,512,640,128,128,2375,0,101,580,true
img_467a144c1914e7179f96__crop_0038,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,512,768,128,128,1747,0,0,442,true
img_467a144c1914e7179f96__crop_0039,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,512,896,128,128,720,0,0,203,true
img_467a144c1914e7179f96__crop_0040,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,640,0,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0041,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,640,128,128,128,742,0,728,207,true
img_467a144c1914e7179f96__crop_0042,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,640,256,128,128,756,0,477,227,true
img_467a144c1914e7179f96__crop_0043,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,640,384,128,128,745,0,0,207,true
img_467a144c1914e7179f96__crop_0044,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,640,512,128,128,196,0,804,48,true
img_467a144c1914e7179f96__crop_0045,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,640,640,128,128,2439,0,0,672,true
img_467a144c1914e7179f96__crop_0046,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,640,768,128,128,2147,0,249,580,true
img_467a144c1914e7179f96__crop_0047,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,640,896,128,128,92,0,0,27,true
img_467a144c1914e7179f96__crop_0048,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,768,0,128,128,1192,0,476,362,true
img_467a144c1914e7179f96__crop_0049,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,768,128,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0050,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,768,256,128,128,25,0,0,13,true
img_467a144c1914e7179f96__crop_0051,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,768,384,128,128,1125,0,0,288,true
img_467a144c1914e7179f96__crop_0052,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,768,512,128,128,194,0,0,62,true
img_467a144c1914e7179f96__crop_0053,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,768,640,128,128,593,0,144,170,true
img_467a144c1914e7179f96__crop_0054,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,768,768,128,128,182,0,483,57,true
img_467a144c1914e7179f96__crop_0055,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,768,896,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0056,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,896,0,128,128,227,0,65,48,true
img_467a144c1914e7179f96__crop_0057,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,896,128,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0058,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,896,256,128,128,0,0,283,0,true
img_467a144c1914e7179f96__crop_0059,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,896,384,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0060,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,896,512,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0061,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,896,640,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0062,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,896,768,128,128,0,0,0,0,true
img_467a144c1914e7179f96__crop_0063,img_467a144c1914e7179f96,img_467a144c1914e7179f96,PN148_PID_3R_DIV05,validation,896,896,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0000,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,0,0,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0001,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,0,128,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0002,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,0,256,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0003,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,0,384,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0004,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,0,512,128,128,58,0,0,0,true
img_2682051c7397e1b12852__crop_0005,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,0,640,128,128,126,0,0,2,true
img_2682051c7397e1b12852__crop_0006,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,0,768,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0007,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,0,896,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0008,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,128,0,128,128,2875,0,44,767,true
img_2682051c7397e1b12852__crop_0009,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,128,128,128,128,2888,0,51,673,true
img_2682051c7397e1b12852__crop_0010,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,128,256,128,128,2169,0,0,520,true
img_2682051c7397e1b12852__crop_0011,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,128,384,128,128,1923,0,0,585,true
img_2682051c7397e1b12852__crop_0012,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,128,512,128,128,2783,0,0,644,true
img_2682051c7397e1b12852__crop_0013,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,128,640,128,128,836,0,53,284,true
img_2682051c7397e1b12852__crop_0014,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,128,768,128,128,236,0,164,54,true
img_2682051c7397e1b12852__crop_0015,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,128,896,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0016,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,256,0,128,128,667,0,0,215,true
img_2682051c7397e1b12852__crop_0017,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,256,128,128,128,495,0,0,95,true
img_2682051c7397e1b12852__crop_0018,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,256,256,128,128,2452,0,0,665,true
img_2682051c7397e1b12852__crop_0019,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,256,384,128,128,540,0,0,188,true
img_2682051c7397e1b12852__crop_0020,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,256,512,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0021,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,256,640,128,128,0,0,70,0,true
img_2682051c7397e1b12852__crop_0022,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,256,768,128,128,1560,0,0,384,true
img_2682051c7397e1b12852__crop_0023,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,256,896,128,128,399,0,0,91,true
img_2682051c7397e1b12852__crop_0024,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,384,0,128,128,1081,0,0,247,true
img_2682051c7397e1b12852__crop_0025,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,384,128,128,128,2630,0,0,797,true
img_2682051c7397e1b12852__crop_0026,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,384,256,128,128,2281,0,0,600,true
img_2682051c7397e1b12852__crop_0027,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,384,384,128,128,17,0,0,11,true
img_2682051c7397e1b12852__crop_0028,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,384,512,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0029,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,384,640,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0030,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,384,768,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0031,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,384,896,128,128,758,0,0,297,true
img_2682051c7397e1b12852__crop_0032,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,512,0,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0033,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,512,128,128,128,2928,0,0,958,true
img_2682051c7397e1b12852__crop_0034,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,512,256,128,128,1930,0,0,596,true
img_2682051c7397e1b12852__crop_0035,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,512,384,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0036,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,512,512,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0037,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,512,640,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0038,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,512,768,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0039,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,512,896,128,128,215,0,172,90,true
img_2682051c7397e1b12852__crop_0040,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,640,0,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0041,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,640,128,128,128,267,0,0,91,true
img_2682051c7397e1b12852__crop_0042,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,640,256,128,128,979,0,0,235,true
img_2682051c7397e1b12852__crop_0043,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,640,384,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0044,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,640,512,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0045,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,640,640,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0046,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,640,768,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0047,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,640,896,128,128,866,0,0,332,true
img_2682051c7397e1b12852__crop_0048,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,768,0,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0049,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,768,128,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0050,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,768,256,128,128,98,0,0,23,true
img_2682051c7397e1b12852__crop_0051,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,768,384,128,128,260,0,0,84,true
img_2682051c7397e1b12852__crop_0052,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,768,512,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0053,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,768,640,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0054,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,768,768,128,128,94,0,0,35,true
img_2682051c7397e1b12852__crop_0055,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,768,896,128,128,333,0,0,115,true
img_2682051c7397e1b12852__crop_0056,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,896,0,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0057,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,896,128,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0058,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,896,256,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0059,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,896,384,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0060,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,896,512,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0061,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,896,640,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0062,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,896,768,128,128,0,0,0,0,true
img_2682051c7397e1b12852__crop_0063,img_2682051c7397e1b12852,img_2682051c7397e1b12852,PN148_PID_3R_DIV05,validation,896,896,128,128,0,0,0,0,true
img_dca55343b014ab0419c4__crop_0000,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,0,0,128,128,0,0,0,0,true
img_dca55343b014ab0419c4__crop_0001,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,0,128,128,128,226,0,0,48,true
img_dca55343b014ab0419c4__crop_0002,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,0,256,128,128,4946,0,82,651,true
img_dca55343b014ab0419c4__crop_0003,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,0,384,128,128,3124,0,474,723,true
img_dca55343b014ab0419c4__crop_0004,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,0,512,128,128,4135,0,972,1118,true
img_dca55343b014ab0419c4__crop_0005,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,0,640,128,128,2866,0,533,710,true
img_dca55343b014ab0419c4__crop_0006,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,0,768,128,128,1167,0,1144,355,true
img_dca55343b014ab0419c4__crop_0007,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,0,896,128,128,199,0,148,68,true
img_dca55343b014ab0419c4__crop_0008,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,128,0,128,128,0,0,0,0,true
img_dca55343b014ab0419c4__crop_0009,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,128,128,128,128,0,0,0,0,true
img_dca55343b014ab0419c4__crop_0010,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,128,256,128,128,4467,0,531,1046,true
img_dca55343b014ab0419c4__crop_0011,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,128,384,128,128,2347,0,2278,529,true
img_dca55343b014ab0419c4__crop_0012,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,128,512,128,128,2499,0,581,414,true
img_dca55343b014ab0419c4__crop_0013,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,128,640,128,128,5064,0,1150,1166,true
img_dca55343b014ab0419c4__crop_0014,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,128,768,128,128,3207,0,2379,541,true
img_dca55343b014ab0419c4__crop_0015,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,128,896,128,128,2083,0,859,241,true
img_dca55343b014ab0419c4__crop_0016,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,256,0,128,128,83,0,0,26,true
img_dca55343b014ab0419c4__crop_0017,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,256,128,128,128,1089,0,95,301,true
img_dca55343b014ab0419c4__crop_0018,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,256,256,128,128,2850,0,945,702,true
img_dca55343b014ab0419c4__crop_0019,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,256,384,128,128,1781,0,58,510,true
img_dca55343b014ab0419c4__crop_0020,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,256,512,128,128,2082,0,149,528,true
img_dca55343b014ab0419c4__crop_0021,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,256,640,128,128,3753,0,0,718,true
img_dca55343b014ab0419c4__crop_0022,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,256,768,128,128,6315,0,611,1301,true
img_dca55343b014ab0419c4__crop_0023,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,256,896,128,128,673,0,0,204,true
img_dca55343b014ab0419c4__crop_0024,img_dca55343b014ab0419c4,img_dca55343b014ab0419c4,PN148_PID_3R_DIV07,test,384,0,128,128,3546,0,616,957,true
