sample_id,split,source_kind,source_image_id,npz_path,npz_sha256,json_path,json_sha256,schema_version,generator_version
PN148_3R_PID_DIV05__Series_2___1__crop_0050,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0050.npz,a9336e1882a111e75a846bab77efe4e17ba1900aa2c5fa74d8550c1a2ab3e34e,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0050.json,957f2bae9f80e2cc65516ca21056b34258c635c7a48e9dad609e985fa755b5d1,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0051,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0051.npz,ad4a9e1a4029ba2446fb52e44e5cb8d2313ba3e194fcac5f560ba211eee2eafa,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0051.json,9766c1c6d3c9414a1e442d72e7cacdb1fc5631f4d47bd4499684475bb8f91626,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0052,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0052.npz,4c59f7b65cdfc1f1596d6f423ce4decf6f6a9f6614e2837967a5ff2fd069010e,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0052.json,a9b352186760d61402d4fba3e248ed35f8d6ec8afbcbbee3ef6ca64843110826,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0053,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0053.npz,1fae44726f23e335b1060dc665900287a06670dae74ec8ec2dbe7f65ac729d6b,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0053.json,156d7e28c2b723418563e8af06efa55ac2f168b39ae79ca8c657c788f3a8f265,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0054,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0054.npz,203a366f13850912a5af6f45e10f29c9fe0e00379fefb0475fa88266fcc3b9b5,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0054.json,f21ab68d7c17a26dedb4f3ca7cd0843ec7458586e7f5b1113e969f76df4b39f5,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0055,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0055.npz,ea18d7886a853a7f3653242b6ec81d6fb09f5aa2018d6b72848a3633bd3389d1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0055.json,6b95331c95fdb62459ecf85d2e534a569251f3b66f36d0af756dd0d5ddc08b13,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0056,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0056.npz,b5576efd98bc81c7bf8a78a6c01c938999a92243cc77a43b32cb68217177d86b,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0056.json,67695aa73e5354c091027191162a9d2c5a112e914979b0d5e0234ef4918a5e30,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0057,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0057.npz,e483a8949a1330180071e546a77c9e02a266100453feecf2171a32ef2aca984d,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0057.json,3572a909c5f0ac890c36ae45417f4891c8a0a57be6126f43b299734c374eadf1,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0058,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0058.npz,8c2f0a869c049a0a27b12e7a7d3d257a16a1dcd823f12bd01109afa48751a1c0,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0058.json,7caed0b0bb01900d725041207bdc6a1d8d8988d5e3b63bf6fa07f18c4ba98d99,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0059,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0059.npz,5446a59319bfd48be4689f0ca656b17b24404cf8260527a6829cda8a261661a0,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0059.json,048c5d388ac63e59922421f7e17539b37d2d985cc28a06e045b49520bcc87dfe,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0060,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0060.npz,9b8c97ea22bcacf4eac781f9fd2eb8ea273acfc2dff1be08c41e0f0052fd2f1d,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0060.json,371291e504139b47cc2f544831b7e8417c575d5612211722bfd5886ffb73486c,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0061,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0061.npz,ce1df381cc2d375b23c323c2e36d95d8d4d71df81598656ebb657e897b03b4fe,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0061.json,0e31fbd4b313e5e52528d632f24a3cfda31113fb1e48d9eb8a4b4d3ea5a0c0d5,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0062,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0062.npz,96cc8fdc54d57039eaf86b29a16085ac07b252c2a6f300407b427ed7a8abf73d,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0062.json,0aade3cb78ca29b4f07ad20f0da28f6201bf2fcfdf588169ea85b09a73d29c14,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0063,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0063.npz,5cb2b7d9bd25fcc7d6ffac5614da07d77e284384f3eb0a8de8f474b5cc26e980,../../examples/real_annotation_crops_loo/loo_AD/PN148_3R_PID_DIV05__Series_2___1__crop_0063.json,62324f2818e9cd7c928533b9b1ce294a6b62190ed4a453463327ffb103016dbb,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0000,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0000.npz,b238c7030b059efb4df0495e356943140a103d5d36333c6c2f8b80effc6d2fa4,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0000.json,65c86fcb41a52fb2057b430ecea3a7044f5c3ee298f759647c6fa0d0e175cb70,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0001,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0001.npz,3d6d0798d669db3457f8d33fde03f245a11c03b3a2f68523e645a985a17aeb5f,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0001.json,0facc1ee0dca92de84643275fb1a3cb447335444138d276a14b3de1f1d0e6c2f,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0002,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0002.npz,cf09298630b435e742464aad081ccdcbce252ed08394f60712bc235e4c8120a2,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0002.json,fd5c3dc5790b045dba9cf2aaedba5c92d5e6a2da9f5274807633546bb6ebd7d3,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0003,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0003.npz,289129aee88d11f9603a17757111ba38e478e82c7a9a37a7d2c2b1da002061f0,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0003.json,4520fffc53859931ee65ce57a8ba48ddf2d4e2b897a17420a8c108c42d8c61d2,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0004,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0004.npz,140160175d8df116b4ad3576da16a724a806e4e3d1624e83054e796a90323927,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0004.json,edb427b1403ad17802dd08699c83115b9e6ac33841dd5df1b715f6c24260ba53,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0005,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0005.npz,ff9bb2251d4a34ba13c63f571942beab1a37d0f7acf41ff1ed730b8491ca7c43,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0005.json,26a3437b2dd00134bad2ac6de5d57a2d10f8d495ccada40468f139418a6849eb,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0006,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0006.npz,fb1f497d11af2ad151313997504002bdfaf9797996d38ea00e15537b87994018,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0006.json,1431ec2ddfea6f1e58ed778009bcbe8d8cbf625f3e28afd953ef3beb4c3f12c9,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0007,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0007.npz,431bad18d7a250a36fe1419f012508419ea8c9d1c68660c0d692245ddac0fedd,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0007.json,fa71096f17584894339678904f0b50245d8a7afd5884fbd620ded444f896d348,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0008,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0008.npz,0a2a87d9f567a82b9d9377974bc3bb52163aa0ce7ba7e6f12014f252e04d410f,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0008.json,a1c970c669a2d63ef69a9d5f32512696d218c4e594037f8b0d6df0b0faf099e4,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0009,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0009.npz,ff83e2fbc8bc5c212548f694f8fa9a986dab4078fd8d488cef048a5c652a673e,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0009.json,83c412cbbdfd4186729c996e673e3fc3ee40556498b1cbf1ea92345cf1a65fd7,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0010,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0010.npz,16c156d1c6fa868f2d80c6692a6791161f4841cfef84c55c283cc6d897cbaa22,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0010.json,1197ad8706863865a65fe882fb6e523427e97563b23f1fbe7625e09051e7497b,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0011,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0011.npz,8c87de7f3bd639004cf5be3cf5eee51212a1c8a0015f33d12e713fe5c6c9d318,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0011.json,6228d5ef31e58697cd0a4de3bb7d08f89dfcce700e8dd14e091279767ce9a2cf,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0012,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0012.npz,69ef57b8bdeaf1115b58776c459b968ee1513acf8e83379f54c0b331ba506941,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0012.json,9a3a50ab5d9de011667a006bed533618731d2da16e225bf257d413a50806add8,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0013,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0013.npz,c5f36ab5e00b6f2f0ccafa3916fd7a3a5d3c6ecd9d18e4099fa979f367465a28,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0013.json,537e59e793016765ac1f6450b30a1491fc15d67f8d5105ee490c85087da5bdfe,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0014,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0014.npz,00fad7013a6119ca158548509206353824ef4c5cfc47df381a9f34cc07356850,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0014.json,358a2d045810b247602e9c64004698b34ed93ce547634e6bec4dd470a6e43597,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0015,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0015.npz,e5f7b0be81eb03b8a7422374af8578c6c0c9bd0a9bd5897ae76dea57294898e4,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0015.json,72592922732c08cf7a09ca5a5f41aea5c2e49c624459843976896de0f577ca55,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0016,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0016.npz,df4f18d08c83db28dac9dba9ab24a410379fa61a5be46a669d88eb28f59ec87e,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0016.json,c153cade992934f4e7d160fad67916d3e020bcef4ae9296ce67a93b68bad8fc2,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0017,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0017.npz,0eb80c0fa72fd61436821ec2522e1b42ca0b10d0bf3c3322e01f53ba76f4c362,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0017.json,81a55737fdf4f5c894a7cfd998d14f11e25f4c95cfff2a25ad07015eaefd9f6e,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0018,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0018.npz,3a4929f0a9319170f1305f9d06db94578c9948d99d798b458717d5e1d68f5fd4,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0018.json,40214c06c1663076180fc8c09db12fbc8ce6a05939765a7886b167c9003bab90,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0019,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0019.npz,e8cf9f135d0b32e32ef1ddf059b9c93cf727eb8c095807da74acbcd244eb9a75,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0019.json,50753d132a38ad2bffa2ffb63c8ccd9bbe31c71192dbc339d20c0f331ae99ea8,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0020,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0020.npz,9d9231d5ebb25cb57149926c998127ab5864b1699189aebcacb8774c7e64972a,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0020.json,ad4f361e0f53206d57dc234ae50505cdd8c7cbd9d4e7370bf3310474cc65d876,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0021,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0021.npz,2915da6aed34ce6a976817714414a9e2cf6ce343311993144eaa8b3123032eaa,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0021.json,9078d2bc88e0d50355af7d60a5558d8dfe62f6dceb76a928271920a874b2b2ec,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0022,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0022.npz,08980880f170f24c26fae9cef78d154013180eec6a512dfe95c2a17db4721f39,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0022.json,f94f8d9c5de8a8d6050ba4b8501485a8e471cce10800630407a6965402643b48,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0023,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0023.npz,0e372e26ca65af66b9c8e352318bfb9536305d511f3ccd9550141600b19a2ae7,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0023.json,2c1b46c4385c803778e0a987c0da4698aba625f6bbc6274cd75a5a0016a64b3b,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0024,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0024.npz,bff5e6bde8d8ff616a4c65fcd7680f5f1a3cf438748b6f815d7c9e284e76c71c,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0024.json,693a359f8145b257a9529d3458712938e0ffcb263b7205309a7fd739187f55a1,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0025,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0025.npz,dd386272c2a793864741a9fc89c00df58d320833d141f8a913a0a0318e0b7084,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0025.json,9337d063823555c2a00f1e99b3bc9c6883fb5919b2387183f81b491f216e506f,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0026,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0026.npz,cdd4791de2f9e25d02d3d4027315783b11f4807c6c3caaf7d9278dc590aa9665,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0026.json,a8e64af32ee91b253ea995886d03a0991ae1f78e4ca71045149a7af84552db0d,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0027,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0027.npz,55f569a1c71437d1e526efd356b489eeaaf3ecd1f30f85900d896630c81f5787,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0027.json,f814f8fcd2d2542e0ccac95c35bf8664b27f946fd29a1151ab7739c5af0b34f6,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0028,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0028.npz,730c094d575e9261ab1eb01b5e5c47ec5d03670b14beb7b19c286ed38950dbe4,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0028.json,6e0869b21d9154713a3e0ee4b1bf1ae30d317b68bbb3f9e866aff22c0ccb4fcd,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0029,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0029.npz,960bc0e10a37876d24bbb2cf1fffa097196ab63740c6ceca9a29fcba2b1d41ce,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0029.json,2ccc2e5306bd27312a5a63937c707cf341bb64baa31ce2d629577db339aae3fb,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0030,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0030.npz,1c0ab3d47356290d73a963b60fe06e8e008e3af40deef3e7b9b9011b1913b2af,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0030.json,d7050a47086655f9df5b66073a4a2924ba34529a24e265293d77277ad209ddd1,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0031,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0031.npz,5b96c0a657e8005a5236f8bf8f60faf5d2c33e255dcd3afba0a26993ef91bff7,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0031.json,c7660dd9f214366a4d7b36939f689048f75e582f3513a095584f108d9b202dd6,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0032,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0032.npz,68993d34cc0ed370f775532f42091cfa55e1b7d1809b9a0f279489cb995ba0a5,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0032.json,32f12b87a4a20efe461d60e2100a81d8b85a33b7d587c81e92c51283ea7c9c35,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0033,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0033.npz,199b14fe48a0610c074b68ab2d756a3a36a950e21df069fbf1704c6bcac92980,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0033.json,b6350eb039f5b845815dd63adb3c2f24099f947dcf9e0b32c51ce73ca34234b5,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0034,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0034.npz,35314761fe9cbe443e123ef64524401ac2b7f7cd1c67099d7b0a71ae6ffe6ac3,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0034.json,f356c82a13c199d7458d608ba47b88b9a4411c7d024e9a923a7fb06400fabf3e,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0035,validation,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0035.npz,89ed90b534a5201b6257388088b0eb3b759fdd5ac2689bc8d94268f2f766a6a1,../../examples/real_annotation_crops_loo/loo_AD/PN148_4R_AD_DIV03__Series_11___1__crop_0035.json,74516233806330934c33a680412638dd50ddc047865d708c20abf868ba1725b8,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
