sample_id,split,source_kind,source_image_id,npz_path,npz_sha256,json_path,json_sha256,schema_version,generator_version
PN148_3R_PID_DIV05__Series_2___1__crop_0049,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0049.npz,0131e92a1abb0f8dcf450dfa16e783f547deb5ab3ff13fd7988bdef042bf82a2,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0049.json,35a9a3bf3313380b9900b524ab0b3d67ef47ceac8dc9bc97e066842b7fbc33b5,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0050,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0050.npz,a9336e1882a111e75a846bab77efe4e17ba1900aa2c5fa74d8550c1a2ab3e34e,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0050.json,957f2bae9f80e2cc65516ca21056b34258c635c7a48e9dad609e985fa755b5d1,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0051,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0051.npz,ad4a9e1a4029ba2446fb52e44e5cb8d2313ba3e194fcac5f560ba211eee2eafa,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0051.json,9766c1c6d3c9414a1e442d72e7cacdb1fc5631f4d47bd4499684475bb8f91626,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0052,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0052.npz,4c59f7b65cdfc1f1596d6f423ce4decf6f6a9f6614e2837967a5ff2fd069010e,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0052.json,a9b352186760d61402d4fba3e248ed35f8d6ec8afbcbbee3ef6ca64843110826,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0053,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0053.npz,1fae44726f23e335b1060dc665900287a06670dae74ec8ec2dbe7f65ac729d6b,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0053.json,156d7e28c2b723418563e8af06efa55ac2f168b39ae79ca8c657c788f3a8f265,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0054,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0054.npz,203a366f13850912a5af6f45e10f29c9fe0e00379fefb0475fa88266fcc3b9b5,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0054.json,f21ab68d7c17a26dedb4f3ca7cd0843ec7458586e7f5b1113e969f76df4b39f5,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0055,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0055.npz,ea18d7886a853a7f3653242b6ec81d6fb09f5aa2018d6b72848a3633bd3389d1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0055.json,6b95331c95fdb62459ecf85d2e534a569251f3b66f36d0af756dd0d5ddc08b13,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0056,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0056.npz,b5576efd98bc81c7bf8a78a6c01c938999a92243cc77a43b32cb68217177d86b,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0056.json,67695aa73e5354c091027191162a9d2c5a112e914979b0d5e0234ef4918a5e30,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0057,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0057.npz,e483a8949a1330180071e546a77c9e02a266100453feecf2171a32ef2aca984d,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0057.json,3572a909c5f0ac890c36ae45417f4891c8a0a57be6126f43b299734c374eadf1,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0058,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0058.npz,8c2f0a869c049a0a27b12e7a7d3d257a16a1dcd823f12bd01109afa48751a1c0,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0058.json,7caed0b0bb01900d725041207bdc6a1d8d8988d5e3b63bf6fa07f18c4ba98d99,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0059,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0059.npz,5446a59319bfd48be4689f0ca656b17b24404cf8260527a6829cda8a261661a0,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0059.json,048c5d388ac63e59922421f7e17539b37d2d985cc28a06e045b49520bcc87dfe,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0060,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0060.npz,9b8c97ea22bcacf4eac781f9fd2eb8ea273acfc2dff1be08c41e0f0052fd2f1d,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0060.json,371291e504139b47cc2f544831b7e8417c575d5612211722bfd5886ffb73486c,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0061,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0061.npz,ce1df381cc2d375b23c323c2e36d95d8d4d71df81598656ebb657e897b03b4fe,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0061.json,0e31fbd4b313e5e52528d632f24a3cfda31113fb1e48d9eb8a4b4d3ea5a0c0d5,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0062,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0062.npz,96cc8fdc54d57039eaf86b29a16085ac07b252c2a6f300407b427ed7a8abf73d,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0062.json,0aade3cb78ca29b4f07ad20f0da28f6201bf2fcfdf588169ea85b09a73d29c14,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_3R_PID_DIV05__Series_2___1__crop_0063,train,real,PN148_3R_PID_DIV05__Series_2___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0063.npz,5cb2b7d9bd25fcc7d6ffac5614da07d77e284384f3eb0a8de8f474b5cc26e980,../../examples/real_annotation_crops_loo/loo_PSP/PN148_3R_PID_DIV05__Series_2___1__crop_0063.json,62324f2818e9cd7c928533b9b1ce294a6b62190ed4a453463327ffb103016dbb,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0000,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0000.npz,b238c7030b059efb4df0495e356943140a103d5d36333c6c2f8b80effc6d2fa4,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0000.json,a3ed81c0a6f4fa1761b2bb6d430982ad646d6a25ba6768d77f7850b50f06e432,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0001,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0001.npz,3d6d0798d669db3457f8d33fde03f245a11c03b3a2f68523e645a985a17aeb5f,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0001.json,38e9e78664a689e9f3d745e126feeca9ec846065b8d05d44eefe39140cf4bb68,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0002,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0002.npz,cf09298630b435e742464aad081ccdcbce252ed08394f60712bc235e4c8120a2,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0002.json,4fff2a04d7f29866ace5334f32b45f401846f06fa404b6f946aafec15922874d,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0003,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0003.npz,289129aee88d11f9603a17757111ba38e478e82c7a9a37a7d2c2b1da002061f0,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0003.json,74061acb440015a6d1754843efadabc8f1ae7c26ab2b929699a8c8fa084247da,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0004,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0004.npz,140160175d8df116b4ad3576da16a724a806e4e3d1624e83054e796a90323927,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0004.json,d77c42d54102431dccd4eae24021e19279fe23b9b1a1958114676e7505e8bafe,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0005,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0005.npz,ff9bb2251d4a34ba13c63f571942beab1a37d0f7acf41ff1ed730b8491ca7c43,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0005.json,6a55b9780494150a3440418d2afef800a4f53066f5215b2dcd8114e36a34cab2,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0006,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0006.npz,fb1f497d11af2ad151313997504002bdfaf9797996d38ea00e15537b87994018,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0006.json,d22ac0a168f2d8597f6a131c654488ca4f6c097c447975a700f12c759e7943a2,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0007,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0007.npz,431bad18d7a250a36fe1419f012508419ea8c9d1c68660c0d692245ddac0fedd,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0007.json,ab30068e55a2cebac9b4e95645f2928c2af37de5766d723d47ebb9c1208b909e,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0008,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0008.npz,0a2a87d9f567a82b9d9377974bc3bb52163aa0ce7ba7e6f12014f252e04d410f,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0008.json,9c48e889c189a3954b99f8a8edd0ed6644dd2e879204a3c55d1b21bfcad25bd4,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0009,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0009.npz,ff83e2fbc8bc5c212548f694f8fa9a986dab4078fd8d488cef048a5c652a673e,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0009.json,954229c4b2c6e59471e0e69316062e6961da9d5f8e89909fb0cfcd7619780252,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0010,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0010.npz,16c156d1c6fa868f2d80c6692a6791161f4841cfef84c55c283cc6d897cbaa22,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0010.json,211d5494caa7d3cb9775fa70268a70fa4ad3b14be077dc109dfd8ccc9816650e,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0011,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0011.npz,8c87de7f3bd639004cf5be3cf5eee51212a1c8a0015f33d12e713fe5c6c9d318,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0011.json,fb98ffa0b88993fe4774645eb89407c3d60c5f4191ec0b5a00e95231c099ac43,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0012,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0012.npz,69ef57b8bdeaf1115b58776c459b968ee1513acf8e83379f54c0b331ba506941,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0012.json,0ab37f37dcc5a884ec176ac23f525d31e0553f8af97e0b7bf4266a281a5b1c59,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0013,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0013.npz,c5f36ab5e00b6f2f0ccafa3916fd7a3a5d3c6ecd9d18e4099fa979f367465a28,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0013.json,243bdcdb391f39ea28b4a0614e28b33fa3d96bbe58d682772053753f4f04f969,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0014,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0014.npz,00fad7013a6119ca158548509206353824ef4c5cfc47df381a9f34cc07356850,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0014.json,74e6bd41f8d3254a0409dc963a51f7382b1debce2caf439e5a4825f01c65c23c,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0015,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0015.npz,e5f7b0be81eb03b8a7422374af8578c6c0c9bd0a9bd5897ae76dea57294898e4,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0015.json,e98eb08707b4ea9683f92b359bce2ac1686e6f3d4b25ab035b0e55a7505fa74c,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0016,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0016.npz,df4f18d08c83db28dac9dba9ab24a410379fa61a5be46a669d88eb28f59ec87e,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0016.json,981d9d78c863a98d68db0580b3a68d79ef50b8d34e2b9dbcec711722068a0875,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0017,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0017.npz,0eb80c0fa72fd61436821ec2522e1b42ca0b10d0bf3c3322e01f53ba76f4c362,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0017.json,3447c68d92e6316d5a83c9b2dfa7c68929bb00d0edd69bc47e8a88aa4faed993,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0018,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0018.npz,3a4929f0a9319170f1305f9d06db94578c9948d99d798b458717d5e1d68f5fd4,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0018.json,2481c43903c32f1d9987187bf3705fe2aa2ff109bfb4b2eee407604cd43b10de,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0019,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0019.npz,e8cf9f135d0b32e32ef1ddf059b9c93cf727eb8c095807da74acbcd244eb9a75,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0019.json,3f372453e01fc366a88d4859659f42038ba0c7b759a8280346143f2b1d46dc21,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0020,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0020.npz,9d9231d5ebb25cb57149926c998127ab5864b1699189aebcacb8774c7e64972a,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0020.json,14e61f4fca48b4d39a339293d31ef9cd1422856917acb117ece6ba76416dbb06,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0021,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0021.npz,2915da6aed34ce6a976817714414a9e2cf6ce343311993144eaa8b3123032eaa,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0021.json,5f88bf988b50a24498f732d0955803dd2a75e0156e05132cd1c49df4abb05c18,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0022,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0022.npz,08980880f170f24c26fae9cef78d154013180eec6a512dfe95c2a17db4721f39,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0022.json,f693df48164838df3751a636fa885b5e5bf168612cca85e84cd76ff7968d3d84,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0023,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0023.npz,0e372e26ca65af66b9c8e352318bfb9536305d511f3ccd9550141600b19a2ae7,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0023.json,5253bc1e24a8e180af842cd950137fe1de673fe3d4b67580e0fd5e6f88a793dd,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0024,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0024.npz,bff5e6bde8d8ff616a4c65fcd7680f5f1a3cf438748b6f815d7c9e284e76c71c,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0024.json,ab466b63a580ff881311bf9d1fcb351696ee9e1c05029b042db7dcedf2e4ffb4,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0025,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0025.npz,dd386272c2a793864741a9fc89c00df58d320833d141f8a913a0a0318e0b7084,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0025.json,d89b7a5a4595a8bc7ee61ea2621cf55b605e0bcd7f2e6001e7ee7a9df73640e3,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0026,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0026.npz,cdd4791de2f9e25d02d3d4027315783b11f4807c6c3caaf7d9278dc590aa9665,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0026.json,1cf0f5ab24fa6bd6144ea7a0ea4da55873b0131e635618ef5fbf2ab181ad4d42,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0027,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0027.npz,55f569a1c71437d1e526efd356b489eeaaf3ecd1f30f85900d896630c81f5787,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0027.json,f046a11ce827c6d892c7acbd73f515c604523301596072660ab3a71f38012126,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0028,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0028.npz,730c094d575e9261ab1eb01b5e5c47ec5d03670b14beb7b19c286ed38950dbe4,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0028.json,5e67b4d0b21ca1ce6784bd37435cddd1c760b01d39c3d446aa5b38b9cc79eeda,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0029,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0029.npz,960bc0e10a37876d24bbb2cf1fffa097196ab63740c6ceca9a29fcba2b1d41ce,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0029.json,f146f1a829317c4d585f9d6cf209cc35600169ae465d1931db0c584a163be4fe,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0030,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0030.npz,1c0ab3d47356290d73a963b60fe06e8e008e3af40deef3e7b9b9011b1913b2af,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0030.json,be4468f1acc43743377822f21969206b5c23513f9f378f03536714dfe11cf295,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0031,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0031.npz,5b96c0a657e8005a5236f8bf8f60faf5d2c33e255dcd3afba0a26993ef91bff7,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0031.json,35138cfd75198b6d54bc3f28c512b578f49253ddd35030bcdf12278c118afcb5,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0032,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0032.npz,68993d34cc0ed370f775532f42091cfa55e1b7d1809b9a0f279489cb995ba0a5,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0032.json,ac8c15aabde16cc1c451bd4f8c45331cf9e3b1eae580cc4232aab91fd80fac54,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0033,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0033.npz,199b14fe48a0610c074b68ab2d756a3a36a950e21df069fbf1704c6bcac92980,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0033.json,7590f1bd4776692417182b34674209494e57228cd4e44c4063c7770c36ddf90d,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
PN148_4R_AD_DIV03__Series_11___1__crop_0034,train,real,PN148_4R_AD_DIV03__Series_11___1,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0034.npz,35314761fe9cbe443e123ef64524401ac2b7f7cd1c67099d7b0a71ae6ffe6ac3,../../examples/real_annotation_crops_loo/loo_PSP/PN148_4R_AD_DIV03__Series_11___1__crop_0034.json,388b950a90a7a6fe53d7a9a7c836a42067c650c8da49a82cf5c502590b93cf24,real_annotation_crop_0.1.0,real_crop_builder_0.1.0
